Sales Person,Industry,Q1 Quota Split,Q2 Quota Split,Q3 Quota Split,Q4 Quota Split,REVENUE SIZE,COMMISSION SPLIT (TCV),COMMISSION SPLIT(ACV)
Kayleigh SKEENS,Security Software,22%,28%,25%,25%,"50,000,000",0%,96%
Bonnie SIGMAN,Biomedical,25%,25%,25%,25%,"1,000,000",0%,97%
April SIBERT,Insurance,25%,30%,20%,25%,"10,000,000",0%,99%
Kamryn SHAVERS,Biomedical,25%,25%,25%,25%,"10,000,000",0%,88%
Mallory SCHUCK,Alcohol,20%,20%,30%,30%,"1,000,000",0%,88%
Briar SCHMIT,Appliances,22%,28%,25%,25%,"1,000,000",0%,91%
Leona SARTAIN,Automotive,20%,25%,30%,25%,0,0%,94%
Keira SABOL,Fishing,30%,30%,20%,20%,"1,000,000",0%,96%
Alexa ROSENBLATT,Technology Hardware,20%,25%,30%,25%,"100,000,000,000",0%,94%
Macie ROLLO,Financial Services,20%,28%,25%,25%,"10,000,000",0%,95%
Ariya RASHID,Technology Hardware,20%,25%,30%,25%,"10,000,000",0%,91%
Briana RABB,Financial Services,20%,28%,25%,25%,"10,000,000,000",0%,94%
Virginia PROVINCE,Oil and Gas,25%,25%,25%,25%,"50,000,000",0%,98%
Skyler POLSTON,Insurance,25%,30%,20%,25%,"10,000,000,000",0%,89%
Amber NYBERG,Appliances,22%,28%,25%,25%,"10,000,000,000",0%,98%
Hanna NORTHROP,Other,25%,25%,25%,25%,"100,000,000",0%,91%
Monroe NAVARRA,Automotive,20%,25%,30%,25%,"100,000,000",0%,89%
Frankie MULDOON,Financial Services,20%,28%,25%,25%,"5,000,000",0%,97%
Miranda MULDER,Construction,15%,25%,35%,25%,"1,000,000,000",0%,99%
Dayana MIKESELL,Security Software,22%,28%,25%,25%,"1,000,000",0%,88%
Charleigh MCDOUGALD,Financial Services,20%,28%,25%,25%,"5,000,000",0%,90%
Meredith MCBURNEY,Oil and Gas,25%,25%,25%,25%,"50,000,000",0%,97%
Carter MAURICIO,Pharmaceuticals,25%,25%,25%,25%,"5,000,000",0%,99%
Sierra MARISCAL,Alcohol,20%,20%,30%,30%,"5,000,000",0%,97%
Sunny LUI,Security Hardware,20%,25%,30%,25%,"5,000,000",0%,99%
Indie LOZIER,Travel,20%,30%,30%,20%,"1,000,000,000",0%,95%
Eve LINGERFELT,Insurance,25%,30%,20%,25%,"100,000,000",0%,99%
Beatrice LEGERE,Fishing,30%,30%,20%,20%,"2,000,000",0%,100%
Nalani LATOUR,Alcohol,20%,20%,30%,30%,"1,000,000",0%,98%
Kyla LAGUNAS,Software,23%,27%,25%,25%,"50,000,000",0%,89%
Clementine LACOUR,Healthcare,24%,26%,25%,25%,"2,000,000",0%,99%
Katie KURTH,Appliances,22%,28%,25%,25%,"500,000",0%,90%
Kennedi KU,Alcohol,20%,20%,30%,30%,"1,000,000",0%,92%
Myra KILLEN,Healthcare,24%,26%,25%,25%,0,0%,99%
Blaire KIELY,Healthcare,24%,26%,25%,25%,"2,000,000",0%,89%
Davina KAYSER,Agriculture,15%,20%,35%,30%,0,0%,99%
Faye KAHLE,Oil and Gas,25%,25%,25%,25%,"10,000,000",0%,93%
Anahi JULIUS,Software,23%,27%,25%,25%,"10,000,000,000",0%,94%
Madilynn ISLEY,Biomedical,25%,25%,25%,25%,"10,000,000,000",0%,94%
Alejandra HUERTAS,Software,23%,27%,25%,25%,0,96%,0%
Alanna HOWER,Mining,24%,26%,25%,25%,0,0%,91%
Ivanna HINZ,Technology Services,22%,28%,25%,25%,"50,000,000",0%,99%
Mariam HAUGH,Security Software,22%,28%,25%,25%,"5,000,000",0%,92%
Yara GUMM,Medical Equipment,25%,25%,25%,25%,0,0%,94%
Anne GIVEN,Education,30%,25%,15%,30%,"1,000,000,000",0%,93%
Addilyn GALICIA,Oil and Gas,25%,25%,25%,25%,"50,000,000",0%,95%
Braelynn FORTUNATO,Other,25%,25%,25%,25%,"100,000,000",0%,97%
Lilian FLAKE,Medical Equipment,25%,25%,25%,25%,"500,000",0%,100%
Dylan DUNLEAVY,Banking,23%,27%,25%,25%,"5,000,000",0%,96%
Amirah DUGGINS,Banking,23%,27%,25%,25%,"100,000,000,000",0%,94%
Lina DOBY,Technology Hardware,20%,25%,30%,25%,"5,000,000",95%,48%
Reyna DIGIOVANNI,Technology Services,22%,28%,25%,25%,"2,000,000",0%,95%
Amalia DEVANEY,Software,23%,27%,25%,25%,"1,000,000",97%,0%
Amani DELTORO,Insurance,25%,30%,20%,25%,"100,000,000,000",0%,90%
Ryan CRIBB,Oil and Gas,25%,25%,25%,25%,"50,000,000",0%,93%
Calliope CRANK,Mining,24%,26%,25%,25%,"100,000,000,000",0%,90%
Isabela CORPUZ,Other,25%,25%,25%,25%,"1,000,000",0%,97%
Michaela CORONEL,Biotechnology,24%,26%,25%,25%,"50,000,000",0%,98%
Abby COMFORT,Travel,20%,30%,30%,20%,"50,000,000",0%,91%
Alia COEN,Agriculture,15%,20%,35%,30%,"10,000,000",0%,95%
Emerie CHARBONNEAU,Other,25%,25%,25%,25%,"2,000,000",0%,100%
Lylah CAINE,Banking,23%,27%,25%,25%,"100,000,000",0%,89%
Holland BURCHETTE,Travel,20%,30%,30%,20%,"500,000",0%,93%
Sevyn BLAKEY,Travel,20%,30%,30%,20%,"10,000,000",0%,89%
Winnie BLAKEMORE,Travel,20%,30%,30%,20%,"1,000,000,000",0%,97%
Leyla BERGQUIST,Fishing,30%,30%,20%,20%,0,0%,96%
Shelby BEENE,Security Software,22%,28%,25%,25%,"10,000,000",0%,90%
Rosalia BEAUDETTE,Financial Services,20%,28%,25%,25%,"5,000,000",0%,99%
Zariyah BAYLES,Security Hardware,20%,25%,30%,25%,"100,000,000",0%,98%
Rhea BALLANCE,Insurance,25%,30%,20%,25%,"100,000,000",0%,95%
Emberly BAKKER,Mining,24%,26%,25%,25%,"10,000,000,000",0%,92%
Marie BAILES,Technology Hardware,20%,25%,30%,25%,"100,000,000,000",0%,93%
Nia ASBERRY,Fishing,30%,30%,20%,20%,"10,000,000,000",0%,91%
Remy ARWOOD,Mining,24%,26%,25%,25%,"5,000,000",0%,88%
Chaya ZUCKER,Pharmaceuticals,25%,25%,25%,25%,"10,000,000",0%,95%
Haley WILLMAN,Alcohol,20%,20%,30%,30%,"100,000,000,000",0%,90%
Kaliyah WHITESELL,Education,30%,25%,15%,30%,"1,000,000,000",0%,89%
Rosa WALD,Technology Hardware,20%,25%,30%,25%,"2,000,000",89%,0%
Zahra WALCOTT,Other,25%,25%,25%,25%,"1,000,000,000",0%,97%
Jayleen VANCLEAVE,Biotechnology,24%,26%,25%,25%,"10,000,000",0%,89%
Karsyn TRUMP,Security Hardware,20%,25%,30%,25%,"500,000",0%,98%
Malaysia TRAIL,Travel,20%,30%,30%,20%,"5,000,000",0%,98%
Jaliyah STRASSER,Healthcare,24%,26%,25%,25%,"500,000",0%,97%
Mina SIMAS,Biomedical,25%,25%,25%,25%,"10,000,000",0%,98%
Kensley SHORTS,Security Software,22%,28%,25%,25%,"5,000,000",0%,91%
Lennox SHICK,Agriculture,15%,20%,35%,30%,"1,000,000,000",0%,96%
Maxine SCHLEICHER,Other,25%,25%,25%,25%,"10,000,000,000",0%,93%
Hadassah SCHAAL,Pharmaceuticals,25%,25%,25%,25%,"100,000,000,000",0%,98%
Mikayla SALEH,Oil and Gas,25%,25%,25%,25%,"1,000,000,000",0%,98%
Margo ROTZ,Travel,20%,30%,30%,20%,"500,000",0%,93%
Noah RESNICK,Biotechnology,24%,26%,25%,25%,"1,000,000",0%,90%
Azariah RAPHAEL,Security Software,22%,28%,25%,25%,"100,000,000,000",0%,100%
Mara RAINER,Software,23%,27%,25%,25%,0,89%,0%
Eileen PARTEE,Biotechnology,24%,26%,25%,25%,"500,000",0%,90%
Florence OLLIS,Banking,23%,27%,25%,25%,"100,000,000",0%,100%
Melany OLLER,Technology Services,22%,28%,25%,25%,"100,000,000",0%,99%
Reina ODAY,Pharmaceuticals,25%,25%,25%,25%,"2,000,000",0%,93%
Journi NOLES,Mining,24%,26%,25%,25%,"1,000,000",0%,92%
Amaia MUNDAY,Technology Services,22%,28%,25%,25%,"10,000,000",0%,94%
Kaitlyn MOUNTAIN,Travel,20%,30%,30%,20%,"100,000,000",0%,95%
Elliott MONG,Healthcare,24%,26%,25%,25%,"100,000,000,000",0%,94%
Kelsey MILLICAN,Biotechnology,24%,26%,25%,25%,"1,000,000,000",0%,94%
Nola MERWIN,Financial Services,20%,28%,25%,25%,"10,000,000",0%,89%
Gloria MAZZOLA,Biomedical,25%,25%,25%,25%,"100,000,000,000",0%,100%
Keilani MANSELL,Travel,20%,30%,30%,20%,"100,000,000",0%,89%
Freyja MAGALLANES,Fishing,30%,30%,20%,20%,0,0%,93%
Arleth LLANES,Other,25%,25%,25%,25%,"1,000,000",0%,89%
Jenna LEWELLEN,Security Hardware,20%,25%,30%,25%,"2,000,000",0%,92%
Sloan LEPORE,Biomedical,25%,25%,25%,25%,"50,000,000",0%,99%
Analia KISNER,Banking,23%,27%,25%,25%,"100,000,000,000",0%,96%
Louise KEESEE,Financial Services,20%,28%,25%,25%,"1,000,000,000",0%,90%
Melina JIM,Pharmaceuticals,25%,25%,25%,25%,"1,000,000",0%,95%
Sasha JEANLOUIS,Banking,23%,27%,25%,25%,"5,000,000",0%,92%
Dior INGHAM,Medical Equipment,25%,25%,25%,25%,"1,000,000",0%,93%
Thalia HORNBECK,Pharmaceuticals,25%,25%,25%,25%,"100,000,000,000",0%,90%
Noemi HERMES,Medical Equipment,25%,25%,25%,25%,"2,000,000",0%,94%
Maci HAWN,Automotive,20%,25%,30%,25%,"1,000,000",0%,96%
Dallas HARTZ,Technology Hardware,20%,25%,30%,25%,"1,000,000,000",0%,92%
Marina HARBER,Mining,24%,26%,25%,25%,"100,000,000,000",0%,92%
Aliana HAFFNER,Biomedical,25%,25%,25%,25%,"100,000,000",0%,92%
Ezra GUTSHALL,Travel,20%,30%,30%,20%,"10,000,000,000",0%,100%
Adley GUTH,Construction,15%,25%,35%,25%,"1,000,000,000",0%,94%
Cassandra GRAYS,Oil and Gas,25%,25%,25%,25%,"5,000,000",0%,91%
Aleena GRAMS,Mining,24%,26%,25%,25%,"50,000,000",0%,98%
Leslie GOWAN,Technology Services,22%,28%,25%,25%,"10,000,000,000",0%,91%
Capri FINLAY,Mining,24%,26%,25%,25%,"10,000,000,000",0%,98%
Mckinley FINKELSTEIN,Mining,24%,26%,25%,25%,"5,000,000",0%,88%
Angelica EYLER,Healthcare,24%,26%,25%,25%,"2,000,000",0%,100%
Romina ENLOE,Alcohol,20%,20%,30%,30%,"100,000,000",0%,88%
Della DUNGAN,Agriculture,15%,20%,35%,30%,"500,000",0%,93%
Kathryn DIEZ,Appliances,22%,28%,25%,25%,"50,000,000",0%,99%
Kyra DEARMAN,Mining,24%,26%,25%,25%,0,0%,97%
Milan DANN,Oil and Gas,25%,25%,25%,25%,"5,000,000",0%,95%
Tiana CULL,Security Hardware,20%,25%,30%,25%,"1,000,000",0%,100%
Khaleesi CROSSON,Security Software,22%,28%,25%,25%,"100,000,000,000",0%,93%
Nellie CREEK,Fishing,30%,30%,20%,20%,"100,000,000,000",0%,94%
Cleo CHRONISTER,Appliances,22%,28%,25%,25%,"100,000,000",0%,94%
Murphy CASSITY,Oil and Gas,25%,25%,25%,25%,"1,000,000",0%,95%
Bethany CAMPION,Other,25%,25%,25%,25%,"100,000,000",0%,98%
Irene CALLIHAN,Software,23%,27%,25%,25%,"10,000,000,000",0%,91%
Ellianna BUTZ,Biotechnology,24%,26%,25%,25%,"500,000",0%,97%
Zelda BREAZEALE,Oil and Gas,25%,25%,25%,25%,"2,000,000",0%,92%
Aleah BLUMENTHAL,Mining,24%,26%,25%,25%,"50,000,000",0%,99%
Janelle BILLY,Appliances,22%,28%,25%,25%,"2,000,000",0%,100%
Yareli BERKEY,Agriculture,15%,20%,35%,30%,"1,000,000,000",0%,96%
Adalee BATTY,Biomedical,25%,25%,25%,25%,"5,000,000",0%,95%
Dani BATTON,Medical Equipment,25%,25%,25%,25%,"100,000,000",0%,89%
Marceline BARGE,Biotechnology,24%,26%,25%,25%,"2,000,000",0%,95%
Coraline ARVIZU,Appliances,22%,28%,25%,25%,"1,000,000",0%,88%
Estrella ALEXIS,Mining,24%,26%,25%,25%,"10,000,000",0%,91%
Ila ALDERETE,Software,23%,27%,25%,25%,"10,000,000",0%,96%
Iyla ALDANA,Banking,23%,27%,25%,25%,"5,000,000",0%,97%
Mavis ALBAUGH,Security Software,22%,28%,25%,25%,"2,000,000",0%,92%
Kenna ABERNETHY,Fishing,30%,30%,20%,20%,"5,000,000",0%,92%
Vienna WORK,Construction,15%,25%,35%,25%,"2,000,000",0%,94%
Zendaya WOLTER,Mining,24%,26%,25%,25%,0,0%,99%
Cheyenne WILLE,Healthcare,24%,26%,25%,25%,"10,000,000,000",0%,94%
Erin TWEED,Banking,23%,27%,25%,25%,"1,000,000",0%,94%
Karla TOLLEFSON,Insurance,25%,30%,20%,25%,"1,000,000",0%,92%
Mikaela THOMASSON,Biomedical,25%,25%,25%,25%,"2,000,000",0%,96%
Jazmin TETER,Medical Equipment,25%,25%,25%,25%,"10,000,000",0%,93%
Persephone TESTERMAN,Security Software,22%,28%,25%,25%,"500,000",0%,95%
Elodie SPROUL,Automotive,20%,25%,30%,25%,"1,000,000,000",0%,95%
Selene SPATES,Construction,15%,25%,35%,25%,"10,000,000,000",0%,89%
Chelsea SOUTHWICK,Healthcare,24%,26%,25%,25%,"50,000,000",0%,97%
Scout SOUKUP,Travel,20%,30%,30%,20%,"50,000,000",0%,99%
Theodora SKELLY,Medical Equipment,25%,25%,25%,25%,"500,000",0%,88%
Lara SENTER,Construction,15%,25%,35%,25%,"500,000",0%,91%
Marilyn SEALEY,Construction,15%,25%,35%,25%,0,0%,95%
Novah SAWICKI,Appliances,22%,28%,25%,25%,"100,000,000",0%,94%
Ellis SARGEANT,Fishing,30%,30%,20%,20%,"50,000,000",0%,96%
Charley ROSSITER,Automotive,20%,25%,30%,25%,"100,000,000,000",0%,89%
Jemma ROSEMOND,Biotechnology,24%,26%,25%,25%,"10,000,000,000",0%,98%
Amayah REPP,Software,23%,27%,25%,25%,"1,000,000",97%,0%
Karina POUND,Automotive,20%,25%,30%,25%,0,0%,91%
Kendra PINK,Appliances,22%,28%,25%,25%,"50,000,000",0%,95%
Miley PIFER,Pharmaceuticals,25%,25%,25%,25%,"2,000,000",0%,97%
Laney ORMSBY,Mining,24%,26%,25%,25%,"500,000",0%,92%
Laurel NICKELSON,Automotive,20%,25%,30%,25%,"10,000,000",0%,91%
Leilany NAUMANN,Security Hardware,20%,25%,30%,25%,"50,000,000",0%,91%
Halle MORABITO,Security Software,22%,28%,25%,25%,"50,000,000",0%,97%
Jenesis MONZON,Oil and Gas,25%,25%,25%,25%,0,0%,91%
Malaya MILLSAPS,Medical Equipment,25%,25%,25%,25%,"500,000",0%,90%
Marleigh MILLEN,Biomedical,25%,25%,25%,25%,"1,000,000",0%,99%
Wrenlee MCELRATH,Banking,23%,27%,25%,25%,"500,000",0%,88%
Zaylee MARCOUX,Biomedical,25%,25%,25%,25%,"1,000,000,000",0%,89%
Fallon MANTOOTH,Mining,24%,26%,25%,25%,"1,000,000",0%,90%
Julie MADSON,Agriculture,15%,20%,35%,30%,"1,000,000,000",0%,94%
Priscilla MACNEIL,Healthcare,24%,26%,25%,25%,"1,000,000,000",0%,95%
Bellamy MACKINNON,Security Software,22%,28%,25%,25%,0,0%,96%
Adrianna LOUQUE,Mining,24%,26%,25%,25%,"1,000,000",0%,92%
Angie LEISTER,Oil and Gas,25%,25%,25%,25%,"1,000,000",0%,92%
Siena LAMPLEY,Automotive,20%,25%,30%,25%,"2,000,000",0%,93%
Aileen KUSHNER,Automotive,20%,25%,30%,25%,"5,000,000",0%,89%
Macy KROUSE,Fishing,30%,30%,20%,20%,"10,000,000",0%,91%
Estelle KIRWAN,Alcohol,20%,20%,30%,30%,"2,000,000",0%,94%
Hana JUNE,Biotechnology,24%,26%,25%,25%,"5,000,000",0%,98%
Martha JESSEE,Travel,20%,30%,30%,20%,0,0%,99%
Flora JANSON,Banking,23%,27%,25%,25%,"1,000,000,000",0%,95%
Kylee JAHN,Construction,15%,25%,35%,25%,"10,000,000,000",0%,99%
Liv JACQUEZ,Oil and Gas,25%,25%,25%,25%,"500,000",0%,90%
Megan ISLAS,Other,25%,25%,25%,25%,"1,000,000,000",0%,92%
Sariyah HUTT,Insurance,25%,30%,20%,25%,"1,000,000,000",0%,93%
Galilea HOLLADAY,Construction,15%,25%,35%,25%,"100,000,000",0%,99%
Penny HILLYER,Travel,20%,30%,30%,20%,"2,000,000",0%,98%
Jovie HEPBURN,Pharmaceuticals,25%,25%,25%,25%,"500,000",0%,93%
Jamie HENSEL,Technology Hardware,20%,25%,30%,25%,"100,000,000,000",0%,99%
Amoura HARROLD,Medical Equipment,25%,25%,25%,25%,"100,000,000",0%,95%
Emmie GUADALUPE,Security Software,22%,28%,25%,25%,"100,000,000",0%,95%
Henley GINGRICH,Construction,15%,25%,35%,25%,"10,000,000,000",0%,98%
Sky GEIS,Appliances,22%,28%,25%,25%,"50,000,000",0%,94%
Christina GALES,Construction,15%,25%,35%,25%,"2,000,000",0%,90%
Violeta FULTS,Pharmaceuticals,25%,25%,25%,25%,"50,000,000",0%,95%
Arlet FINNELL,Healthcare,24%,26%,25%,25%,"50,000,000",0%,88%
Belen FERRI,Medical Equipment,25%,25%,25%,25%,"50,000,000",0%,99%
Aviana FEATHERSTON,Biotechnology,24%,26%,25%,25%,"10,000,000",0%,95%
Kori EPLEY,Alcohol,20%,20%,30%,30%,"500,000",0%,97%
Monica EBERSOLE,Software,23%,27%,25%,25%,"1,000,000,000",0%,100%
Savanna EAMES,Education,30%,25%,15%,30%,"5,000,000",0%,100%
Naya DUNIGAN,Financial Services,20%,28%,25%,25%,"10,000,000,000",0%,96%
Alena DRYE,Fishing,30%,30%,20%,20%,"1,000,000,000",0%,95%
Aya DISMUKE,Medical Equipment,25%,25%,25%,25%,"2,000,000",0%,94%
Waverly DEVAUGHN,Biotechnology,24%,26%,25%,25%,"500,000",0%,96%
Brynleigh DELORENZO,Fishing,30%,30%,20%,20%,"1,000,000,000",0%,88%
Aliza DAMIANO,Fishing,30%,30%,20%,20%,"1,000,000,000",0%,91%
Kiana CONFER,Security Hardware,20%,25%,30%,25%,"2,000,000",0%,99%
Love COLLUM,Construction,15%,25%,35%,25%,"10,000,000,000",0%,99%
Clover CLOWER,Fishing,30%,30%,20%,20%,"10,000,000,000",0%,96%
Pearl CLOW,Appliances,22%,28%,25%,25%,"10,000,000,000",0%,91%
Skyla CLAUSSEN,Software,23%,27%,25%,25%,"10,000,000",0%,97%
Bria CLACK,Financial Services,20%,28%,25%,25%,"100,000,000,000",0%,93%
Ocean CAYLOR,Banking,23%,27%,25%,25%,"10,000,000",0%,89%
Alisson CAWTHON,Travel,20%,30%,30%,20%,"1,000,000",0%,97%
Treasure CASIAS,Technology Hardware,20%,25%,30%,25%,"10,000,000",0%,95%
Lillie CARRENO,Agriculture,15%,20%,35%,30%,"100,000,000,000",0%,98%
Jaylani CARLO,Biotechnology,24%,26%,25%,25%,"1,000,000",0%,92%
Liberty BLUHM,Software,23%,27%,25%,25%,"100,000,000,000",0%,92%
Rayna BINGAMAN,Financial Services,20%,28%,25%,25%,"5,000,000",0%,89%
Milana BEWLEY,Mining,24%,26%,25%,25%,"100,000,000,000",0%,89%
Zaria BELEW,Biomedical,25%,25%,25%,25%,"500,000",0%,88%
Emerald BECKNER,Financial Services,20%,28%,25%,25%,"2,000,000",0%,89%
Halo BEAMER,Security Software,22%,28%,25%,25%,"1,000,000,000",0%,93%
Taytum BAREFOOT,Software,23%,27%,25%,25%,"500,000",91%,0%
Andi AULD,Security Hardware,20%,25%,30%,25%,"2,000,000",0%,93%
Milena AMEY,Travel,20%,30%,30%,20%,"50,000,000",0%,88%
Noor WOLFENBARGER,Fishing,30%,30%,20%,20%,"100,000,000",0%,97%
Kataleya WILKEY,Alcohol,20%,20%,30%,30%,"50,000,000",0%,96%
Kimber WICKLUND,Automotive,20%,25%,30%,25%,"10,000,000,000",0%,99%
Carly WALTMAN,Security Software,22%,28%,25%,25%,"5,000,000",0%,95%
Jream VILLALBA,Alcohol,20%,20%,30%,30%,"1,000,000",0%,93%
Samira VALERO,Banking,23%,27%,25%,25%,"100,000,000,000",0%,99%
Ashlyn VALDOVINOS,Fishing,30%,30%,20%,20%,"1,000,000,000",0%,89%
Hunter UNG,Medical Equipment,25%,25%,25%,25%,"100,000,000",0%,100%
Marlowe ULLRICH,Pharmaceuticals,25%,25%,25%,25%,"50,000,000",0%,99%
Promise TYUS,Security Software,22%,28%,25%,25%,"10,000,000",0%,90%
Joelle TWYMAN,Appliances,22%,28%,25%,25%,0,0%,97%
Dulce TROST,Fishing,30%,30%,20%,20%,0,0%,97%
Lea TARDIF,Healthcare,24%,26%,25%,25%,"100,000,000,000",0%,98%
Ashlynn TANGUAY,Banking,23%,27%,25%,25%,"100,000,000",0%,95%
Zoya STRIPLING,Education,30%,25%,15%,30%,"1,000,000,000",0%,100%
Elliot STEINBACH,Medical Equipment,25%,25%,25%,25%,"50,000,000",0%,95%
Jolie SHUMPERT,Education,30%,25%,15%,30%,"1,000,000",0%,91%
Kai SASAKI,Oil and Gas,25%,25%,25%,25%,"10,000,000,000",0%,98%
Bridget SAPPINGTON,Alcohol,20%,20%,30%,30%,"2,000,000",0%,96%
Johanna SANDUSKY,Security Hardware,20%,25%,30%,25%,"10,000,000",0%,90%
Paulina REINHOLD,Medical Equipment,25%,25%,25%,25%,"5,000,000",0%,100%
Ramona REINERT,Insurance,25%,30%,20%,25%,"100,000,000",0%,95%
Aila QUIJANO,Security Hardware,20%,25%,30%,25%,"10,000,000,000",0%,94%
Jessie PYE,Construction,15%,25%,35%,25%,"50,000,000",0%,99%
Mercy POOR,Automotive,20%,25%,30%,25%,"2,000,000",0%,88%
Rayne PLACENCIA,Pharmaceuticals,25%,25%,25%,25%,"100,000,000,000",0%,92%
Rivka PINKARD,Education,30%,25%,15%,30%,"1,000,000",0%,89%
Arlette PHINNEY,Banking,23%,27%,25%,25%,"10,000,000,000",0%,88%
Paula PERROTTA,Insurance,25%,30%,20%,25%,"5,000,000",0%,91%
Valery PERNELL,Healthcare,24%,26%,25%,25%,"50,000,000",0%,95%
Birdie PARRETT,Technology Services,22%,28%,25%,25%,"1,000,000,000",0%,90%
Nala OXENDINE,Technology Services,22%,28%,25%,25%,"500,000",0%,98%
Kelly OWENSBY,Security Hardware,20%,25%,30%,25%,"100,000,000,000",0%,99%
Kinslee ORMAN,Mining,24%,26%,25%,25%,"5,000,000",0%,92%
Linda NUNO,Technology Hardware,20%,25%,30%,25%,"5,000,000",97%,48%
Madisyn MORI,Construction,15%,25%,35%,25%,"2,000,000",0%,96%
Aspyn MCROBERTS,Construction,15%,25%,35%,25%,"1,000,000",0%,89%
Baylor MCNEESE,Appliances,22%,28%,25%,25%,"10,000,000,000",0%,90%
Chana MCKAMEY,Automotive,20%,25%,30%,25%,"10,000,000",0%,96%
Zaniyah MCCULLUM,Biomedical,25%,25%,25%,25%,"50,000,000",0%,99%
Goldie MARKEL,Technology Hardware,20%,25%,30%,25%,"100,000,000",0%,92%
Marianna MARDIS,Medical Equipment,25%,25%,25%,25%,"100,000,000,000",0%,94%
Novalee MAINES,Software,23%,27%,25%,25%,"1,000,000",97%,0%
Loretta LUECK,Technology Services,22%,28%,25%,25%,"500,000",0%,93%
Elyse LUBIN,Banking,23%,27%,25%,25%,0,0%,94%
Stormi LEFLER,Fishing,30%,30%,20%,20%,"10,000,000",0%,94%
Adele LEFFLER,Mining,24%,26%,25%,25%,"10,000,000",0%,94%
Berkley LAVERY,Software,23%,27%,25%,25%,"5,000,000",96%,49%
Anika LARIOS,Biotechnology,24%,26%,25%,25%,"2,000,000",0%,96%
Marisol LABARBERA,Insurance,25%,30%,20%,25%,"10,000,000,000",0%,95%
Kassidy KERSHNER,Oil and Gas,25%,25%,25%,25%,0,0%,89%
Roselyn JOSEY,Fishing,30%,30%,20%,20%,"100,000,000",0%,98%
Louisa JEANBAPTISTE,Technology Hardware,20%,25%,30%,25%,"1,000,000",100%,0%
Alexia IZAGUIRRE,Software,23%,27%,25%,25%,"5,000,000",95%,45%
Dalia HERMOSILLO,Education,30%,25%,15%,30%,"2,000,000",0%,93%
Ensley HAVILAND,Technology Hardware,20%,25%,30%,25%,"50,000,000",0%,99%
Hayley HARTSHORN,Financial Services,20%,28%,25%,25%,"10,000,000",0%,91%
Jayda HAMLET,Alcohol,20%,20%,30%,30%,"100,000,000",0%,94%
Harmoni HAFNER,Alcohol,20%,20%,30%,30%,"100,000,000,000",0%,92%
Jada GINTER,Security Hardware,20%,25%,30%,25%,0,0%,89%
Marigold GETTY,Software,23%,27%,25%,25%,"1,000,000,000",0%,93%
Zayla FRANCK,Software,23%,27%,25%,25%,"100,000,000",0%,89%
Ayleen FISKE,Software,23%,27%,25%,25%,"2,000,000",99%,0%
Natasha EMMETT,Construction,15%,25%,35%,25%,"1,000,000,000",0%,91%
Sol DUFRENE,Security Hardware,20%,25%,30%,25%,"10,000,000,000",0%,99%
Annika DOODY,Insurance,25%,30%,20%,25%,"10,000,000",0%,98%
Malayah DAVIE,Technology Hardware,20%,25%,30%,25%,"1,000,000",97%,0%
Drew DANGERFIELD,Alcohol,20%,20%,30%,30%,"500,000",0%,92%
Anais DAHLBERG,Banking,23%,27%,25%,25%,0,0%,93%
Angelique CUTHBERTSON,Software,23%,27%,25%,25%,"100,000,000,000",0%,94%
Zhuri CRONE,Education,30%,25%,15%,30%,0,0%,90%
Aliya COFFELT,Other,25%,25%,25%,25%,"10,000,000",0%,97%
Azaria CLAUS,Appliances,22%,28%,25%,25%,"1,000,000",0%,93%
Zora CHIDESTER,Banking,23%,27%,25%,25%,"10,000,000,000",0%,92%
Allyson CHESSON,Alcohol,20%,20%,30%,30%,"1,000,000,000",0%,97%
Brittany CAULEY,Technology Services,22%,28%,25%,25%,"100,000,000,000",0%,95%
Kamiyah CAUDELL,Software,23%,27%,25%,25%,0,96%,0%
Gwen CANTARA,Pharmaceuticals,25%,25%,25%,25%,0,0%,93%
Vada CAMPO,Software,23%,27%,25%,25%,"1,000,000",93%,0%
Giuliana CAINES,Security Software,22%,28%,25%,25%,0,0%,96%
Elina BULLIS,Appliances,22%,28%,25%,25%,"50,000,000",0%,95%
Hadlee BUCCI,Security Software,22%,28%,25%,25%,"500,000",0%,100%
Itzayana BROCHU,Agriculture,15%,20%,35%,30%,"2,000,000",0%,96%
Jianna BOSCO,Software,23%,27%,25%,25%,0,93%,0%
Cadence BOGARD,Mining,24%,26%,25%,25%,"100,000,000",0%,96%
Greta BICKERSTAFF,Fishing,30%,30%,20%,20%,"5,000,000",0%,91%
Lilianna BENNING,Biotechnology,24%,26%,25%,25%,"100,000,000",0%,92%
Denver ARZOLA,Travel,20%,30%,30%,20%,"50,000,000",0%,96%
Robin ANTONELLI,Appliances,22%,28%,25%,25%,"1,000,000,000",0%,95%
August ADKINSON,Biotechnology,24%,26%,25%,25%,"500,000",0%,90%
Jazmine ZELLERS,Fishing,30%,30%,20%,20%,"1,000,000",0%,91%
Royal WULF,Financial Services,20%,28%,25%,25%,"50,000,000",0%,90%
Braelyn WORSLEY,Agriculture,15%,20%,35%,30%,"500,000",0%,89%
Celia WOOLRIDGE,Biomedical,25%,25%,25%,25%,"100,000,000",0%,94%
Yamileth WHITTON,Appliances,22%,28%,25%,25%,0,0%,96%
Avayah WESTERFIELD,Other,25%,25%,25%,25%,"100,000,000,000",0%,88%
